Insurance_plan;CPM;P_term;Healthcare_cover;NC_reimbursement;Bundle_options;Dental_options;Physio_term;Mental_health_options;International_cover
United Customers: Own Choice;156;Monthly;Wide;95;Wide;No;No;No;Yes
United Customers: Own Choice;157;Monthly;Wide;94;Wide;No;No;No;Yes
United Customers: Own Choice;154;Monthly;Wide;95;Wide;Yes;No;No;Yes
United Customers: Own Choice;156;Monthly;Wide;94;Wide;Yes;No;No;Yes
United Customers: Own Choice;158;Monthly;Wide;94;Wide;No;No;No;Yes
United Customers: Own Choice;153;Monthly;Wide;99;Wide;No;No;No;Yes
United Customers: Own Choice;157;Monthly;Limited;94;Limited;No;No;No;Yes
United Customers: Own Choice;157;Monthly;Wide;98;Wide;No;No;No;Yes
United Customers: Own Choice;155;Monthly;Wide;93;Wide;Yes;Yes;No;Yes
United Customers: Own Choice;156;Monthly;Wide;94;Wide;No;No;No;Yes
United Customers: Own Choice;155;Monthly;Wide;92;Limited;No;No;No;Yes
United Customers: Own Choice;157;Monthly;Wide;93;Wide;Yes;Yes;No;Yes
United Customers: Own Choice;157;Monthly;Wide;93;Wide;Yes;No;No;Yes
United Customers: Own Choice;153;Monthly;Wide;97;Wide;No;No;No;Yes
United Customers: Own Choice;157;Monthly;Wide;92;Limited;No;No;No;Yes
United Customers: Own Choice;155;Monthly;Wide;95;Wide;No;No;No;Limited
United Customers: Own Choice;157;Monthly;Wide;95;Wide;Yes;No;No;Yes
United Customers: Own Choice;155;Monthly;Wide;94;Wide;No;No;No;Yes
United Customers: Own Choice;157;Monthly;Wide;95;Wide;Yes;Yes;No;Yes
United Customers: Own Choice;154;Monthly;Wide;98;Wide;No;No;No;Yes
United Customers: Own Choice;157;Monthly;Wide;97;Wide;Yes;Yes;No;Yes
United Customers: Own Choice;157;Monthly;Wide;96;Wide;No;No;No;Limited
United Customers: Own Choice;154;Monthly;Wide;96;Wide;Yes;Yes;No;Yes
United Customers: Own Choice;156;Monthly;Wide;95;Wide;No;No;No;Yes
United Customers: Own Choice;154;Monthly;Wide;96;Wide;No;No;No;Yes
United Customers: Own Choice;157;Monthly;Wide;94;Wide;No;No;No;Yes
United Customers: Own Choice;157;Monthly;Wide;95;Wide;No;No;No;Yes
United Customers: Own Choice;159;Monthly;Wide;93;Wide;No;No;No;Yes
United Customers: Own Choice;155;Monthly;Wide;93;Wide;No;No;No;Yes
United Customers: Own Choice;157;Monthly;Wide;94;Wide;Yes;Yes;No;Yes
United Customers: Own Choice;151;Monthly;Wide;96;Wide;No;No;No;Yes
United Customers: Own Choice;154;Monthly;Wide;93;Wide;Yes;Yes;No;Yes
United Customers: Own Choice;156;Monthly;Wide;97;Wide;Yes;Yes;No;Yes
United Customers: Own Choice;155;Monthly;Wide;94;Wide;Yes;Yes;No;Yes
United Customers: Own Choice;158;Monthly;Limited;97;Limited;No;No;No;Yes
United Customers: Own Choice;155;Monthly;Wide;96;Wide;Yes;Yes;No;Yes
United Customers: Own Choice;156;Monthly;Wide;93;Wide;No;No;No;Yes
United Customers: Own Choice;159;Monthly;Wide;90;Wide;Yes;Yes;No;Yes
United Customers: Own Choice;158;Monthly;Wide;94;Wide;Yes;Yes;No;Yes
United Customers: Own Choice;158;Monthly;Wide;97;Wide;No;No;No;Yes
United Customers: Own Choice;156;Monthly;Wide;95;Wide;Yes;No;No;Yes
United Customers: Own Choice;154;Monthly;Wide;93;Wide;Yes;Yes;No;Limited
United Customers: Own Choice;157;Monthly;Wide;95;Wide;Yes;Yes;No;Yes
United Customers: Own Choice;156;Monthly;Wide;96;Wide;No;No;No;Yes
United Customers: Own Choice;155;Monthly;Wide;94;Wide;No;No;No;Yes
United Customers: Own Choice;154;Monthly;Wide;92;Wide;No;No;No;Yes
United Customers: Own Choice;158;Monthly;Wide;92;Wide;No;No;No;Limited
United Customers: Own Choice;155;Monthly;Wide;97;Wide;No;No;No;Limited
United Customers: Own Choice;158;Monthly;Wide;94;Limited;No;No;No;Yes
United Customers: Own Choice;153;Monthly;Wide;96;Wide;No;No;No;Yes
United Customers: Own Choice;156;Monthly;Wide;94;Limited;No;No;No;Yes
United Customers: Own Choice;154;Monthly;Wide;98;Wide;Yes;No;No;Yes
United Customers: Own Choice;157;Yearly;Unlimited;93;Unlimited;Yes;Yes;No;Yes
United Customers: Own Choice;155;Monthly;Wide;94;Wide;No;No;No;Yes
United Customers: Own Choice;157;Monthly;Wide;92;Wide;No;No;No;Yes
United Customers: Own Choice;153;Monthly;Wide;96;Wide;No;No;No;Yes
United Customers: Own Choice;156;Monthly;Wide;96;Wide;No;No;No;Yes
VGZ Basic Choice;135.95;Monthly;Wide;70;Wide;No;No;No;Yes
VGZ Basic Choice;142;Monthly;Wide;70;Wide;Yes;No;No;Yes
VGZ Basic Choice;137;Yearly;Wide;71;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;137;Monthly;Wide;71;Wide;No;No;No;Yes
VGZ Basic Choice;138;Yearly;Wide;73;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;138;Yearly;Wide;72;Wide;Yes;No;No;Yes
VGZ Basic Choice;135;Yearly;Wide;70;Wide;Yes;No;No;Yes
VGZ Basic Choice;136;Yearly;Wide;68;Wide;Yes;No;No;Yes
VGZ Basic Choice;136;Yearly;Wide;71;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;136;Quarterly;Wide;70;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;135;Monthly;Wide;67;Limited;No;No;No;Limited
VGZ Basic Choice;134;Yearly;Wide;72;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;137;Monthly;Wide;68;Wide;No;No;No;Yes
VGZ Basic Choice;138;Yearly;Wide;73;Wide;Yes;No;No;Yes
VGZ Basic Choice;135;Yearly;Wide;70;Wide;Yes;No;No;Yes
VGZ Basic Choice;136;Monthly;Unlimited;68;Unlimited;No;No;No;Yes
VGZ Basic Choice;136;Yearly;Wide;72;Wide;Yes;No;No;Yes
VGZ Basic Choice;139;Yearly;Limited;74;Limited;Yes;No;No;Yes
VGZ Basic Choice;134;Monthly;Wide;68;Wide;No;No;No;Yes
VGZ Basic Choice;137;Monthly;Wide;69;Limited;No;No;No;Yes
VGZ Basic Choice;138;Yearly;Wide;68;Wide;Yes;No;No;Yes
VGZ Basic Choice;137;Yearly;Wide;74;Limited;Yes;No;No;Yes
VGZ Basic Choice;137;Yearly;Wide;67;Wide;Yes;No;No;Yes
VGZ Basic Choice;135;Yearly;Unlimited;69;Unlimited;Yes;No;No;Yes
VGZ Basic Choice;136;Monthly;Wide;71;Wide;No;No;No;Yes
VGZ Basic Choice;137;Yearly;Wide;73;Wide;Yes;No;No;Yes
VGZ Basic Choice;139;Yearly;Wide;70;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;135;Yearly;Wide;71;Wide;Yes;No;No;Yes
VGZ Basic Choice;139;Yearly;Wide;73;Wide;Yes;No;No;Yes
VGZ Basic Choice;137;Monthly;Wide;69;Limited;No;No;No;Yes
VGZ Basic Choice;133;Yearly;Wide;71;Limited;Yes;No;No;Yes
VGZ Basic Choice;135;Yearly;Wide;70;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;135;Yearly;Wide;69;Wide;Yes;No;No;Yes
VGZ Basic Choice;139;Yearly;Wide;68;Wide;Yes;No;No;Yes
VGZ Basic Choice;135;Yearly;Wide;68;Wide;Yes;No;No;Yes
VGZ Basic Choice;136;Monthly;Wide;69;Limited;No;No;No;Yes
VGZ Basic Choice;137;Monthly;Wide;72;Wide;No;No;No;Yes
VGZ Basic Choice;139;Yearly;Wide;72;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;134;Yearly;Wide;66;Wide;Yes;No;No;Yes
VGZ Basic Choice;133;Monthly;Wide;70;Wide;No;No;No;Yes
VGZ Basic Choice;135;Yearly;Wide;69;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;136;Monthly;Wide;71;Wide;No;No;No;Yes
VGZ Basic Choice;138;Monthly;Wide;72;Wide;Yes;No;No;Yes
VGZ Basic Choice;135;Yearly;Wide;69;Wide;Yes;No;No;Limited
VGZ Basic Choice;137;Monthly;Wide;70;Wide;No;No;No;Yes
VGZ Basic Choice;137;Yearly;Wide;68;Wide;Yes;No;No;Limited
VGZ Basic Choice;139;Yearly;Wide;69;Wide;Yes;No;No;Yes
VGZ Basic Choice;136;Yearly;Wide;69;Wide;Yes;No;No;Yes
VGZ Basic Choice;135;Yearly;Wide;69;Wide;Yes;No;No;Yes
VGZ Basic Choice;134;Monthly;Wide;69;Wide;No;No;No;Yes
VGZ Basic Choice;140;Yearly;Wide;69;Wide;Yes;No;No;Yes
VGZ Basic Choice;135;Yearly;Wide;71;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;137;Monthly;Wide;69;Wide;Yes;No;No;Yes
VGZ Basic Choice;137;Monthly;Wide;70;Wide;No;No;No;Yes
VGZ Basic Choice;133;Yearly;Wide;70;Limited;Yes;Yes;No;Yes
VGZ Basic Choice;137;Yearly;Wide;71;Wide;Yes;No;No;Yes
VGZ Basic Choice;134;Monthly;Wide;67;Wide;No;No;No;Yes
VGZ Basic Choice;136;Monthly;Wide;66;Limited;No;No;No;Limited
VGZ Basic Choice;135;Yearly;Wide;73;Limited;Yes;No;No;Yes
VGZ Basic Choice;135;Yearly;Wide;67;Wide;Yes;No;No;Yes
VGZ Basic Choice;136;Yearly;Wide;72;Wide;Yes;No;No;Yes
VGZ Basic Choice;135;Yearly;Wide;69;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;135;Yearly;Wide;69;Limited;Yes;No;No;Yes
VGZ Basic Choice;133;Yearly;Wide;67;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;135;Yearly;Limited;69;Limited;Yes;No;No;Yes
VGZ Basic Choice;135;Yearly;Unlimited;75;Unlimited;Yes;No;No;Yes
VGZ Basic Choice;135;Yearly;Wide;66;Wide;Yes;No;No;Yes
VGZ Basic Choice;131;Yearly;Wide;72;Wide;Yes;No;No;Yes
VGZ Basic Choice;135;Yearly;Unlimited;71;Unlimited;Yes;No;No;Yes
VGZ Basic Choice;135;Monthly;Wide;75;Wide;Yes;No;No;Yes
VGZ Basic Choice;137;Yearly;Wide;72;Wide;Yes;No;No;Yes
VGZ Basic Choice;140;Monthly;Wide;67;Wide;Yes;No;No;Limited
VGZ Basic Choice;136;Yearly;Wide;67;Wide;Yes;No;No;Yes
VGZ Basic Choice;138;Monthly;Wide;74;Wide;No;No;No;Yes
VGZ Basic Choice;134;Yearly;Wide;67;Limited;Yes;No;Yes;Yes
VGZ Basic Choice;137;Yearly;Wide;71;Wide;Yes;Yes;No;Limited
VGZ Basic Choice;134;Yearly;Wide;70;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;133;Monthly;Wide;72;Wide;No;No;No;Yes
VGZ Basic Choice;134;Yearly;Wide;71;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;133;Monthly;Wide;65;Wide;No;No;No;Yes
VGZ Basic Choice;135;Yearly;Wide;70;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;136;Yearly;Wide;71;Wide;Yes;No;No;Yes
VGZ Basic Choice;132;Monthly;Wide;66;Wide;No;No;No;Limited
VGZ Basic Choice;133;Yearly;Wide;69;Wide;Yes;No;No;Yes
VGZ Basic Choice;137;Yearly;Limited;73;Limited;Yes;Yes;No;Yes
VGZ Basic Choice;137;Yearly;Wide;70;Wide;Yes;No;No;Yes
VGZ Basic Choice;137;Yearly;Wide;72;Wide;Yes;No;No;Limited
VGZ Basic Choice;137;Yearly;Wide;66;Limited;Yes;No;No;Yes
VGZ Basic Choice;135;Yearly;Wide;68;Wide;Yes;No;No;Yes
VGZ Basic Choice;138;Monthly;Limited;71;Limited;Yes;No;No;Yes
VGZ Basic Choice;138;Yearly;Limited;68;Limited;Yes;No;No;Limited
VGZ Basic Choice;138;Monthly;Wide;66;Wide;No;No;No;Yes
VGZ Basic Choice;135;Monthly;Wide;70;Wide;No;No;No;Yes
VGZ Basic Choice;131;Monthly;Wide;69;Wide;No;No;No;Yes
VGZ Basic Choice;132;Yearly;Wide;69;Wide;Yes;No;No;Yes
VGZ Basic Choice;137;Yearly;Wide;69;Wide;Yes;Yes;No;Yes
VGZ Basic Choice;137;Yearly;Wide;72;Wide;Yes;No;No;Yes
VGZ Basic Choice;139;Yearly;Wide;70;Wide;Yes;No;No;Yes
VGZ Basic Choice;134;Yearly;Wide;69;Wide;Yes;No;No;Yes
VGZ Basic Choice;134;Yearly;Wide;74;Wide;Yes;No;No;Yes
VGZ Wide Choice;141.95;Monthly;Wide;80;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;142;Monthly;Unlimited;79;Unlimited;Yes;No;No;Yes
VGZ Wide Choice;147;Yearly;Wide;83;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;138;Monthly;Wide;78;Wide;Yes;No;No;Yes
VGZ Wide Choice;141;Yearly;Wide;79;Wide;Yes;No;No;Yes
VGZ Wide Choice;140;Yearly;Wide;78;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;144;Yearly;Wide;81;Limited;Yes;Yes;No;Yes
VGZ Wide Choice;140;Yearly;Wide;79;Wide;Yes;Yes;No;Limited
VGZ Wide Choice;143;Yearly;Wide;79;Wide;Yes;No;No;Yes
VGZ Wide Choice;145;Quarterly;Unlimited;84;Unlimited;No;No;No;Yes
VGZ Wide Choice;142;Monthly;Limited;84;Limited;No;No;No;Yes
VGZ Wide Choice;147;Yearly;Wide;78;Wide;No;No;No;Yes
VGZ Wide Choice;141;Monthly;Unlimited;80;Unlimited;Yes;No;No;Yes
VGZ Wide Choice;144;Yearly;Wide;80;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;141;Yearly;Wide;77;Limited;Yes;Yes;No;Yes
VGZ Wide Choice;143;Monthly;Wide;77;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;139;Yearly;Wide;81;Wide;Yes;No;No;Yes
VGZ Wide Choice;142;Yearly;Wide;78;Wide;No;No;No;Yes
VGZ Wide Choice;145;Monthly;Wide;79;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;145;Monthly;Wide;82;Limited;No;No;No;Yes
VGZ Wide Choice;142;Yearly;Wide;80;Limited;Yes;Yes;No;Yes
VGZ Wide Choice;141;Yearly;Unlimited;81;Unlimited;No;No;No;Yes
VGZ Wide Choice;141;Yearly;Wide;80;Wide;Yes;Yes;No;Limited
VGZ Wide Choice;141;Yearly;Wide;80;Wide;Yes;Yes;No;Limited
VGZ Wide Choice;143;Monthly;Wide;79;Wide;Yes;No;No;Yes
VGZ Wide Choice;141;Yearly;Wide;77;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;139;Yearly;Wide;81;Limited;Yes;No;No;Yes
VGZ Wide Choice;143;Yearly;Wide;78;Wide;No;No;No;Yes
VGZ Wide Choice;142;Yearly;Unlimited;84;Unlimited;Yes;No;No;Yes
VGZ Wide Choice;141;Monthly;Wide;81;Wide;No;No;No;Yes
VGZ Wide Choice;140;Yearly;Wide;82;Wide;No;No;No;Yes
VGZ Wide Choice;139;Yearly;Wide;80;Wide;No;No;No;Yes
VGZ Wide Choice;144;Yearly;Wide;80;Wide;Yes;No;No;Limited
VGZ Wide Choice;142;Yearly;Wide;82;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;136;Yearly;Wide;83;Wide;Yes;No;No;Yes
VGZ Wide Choice;142;Monthly;Wide;79;Wide;No;No;No;Yes
VGZ Wide Choice;142;Monthly;Wide;80;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;138;Yearly;Wide;82;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;138;Yearly;Wide;79;Limited;Yes;No;No;Yes
VGZ Wide Choice;143;Monthly;Wide;78;Wide;Yes;No;No;Yes
VGZ Wide Choice;139;Yearly;Wide;82;Wide;No;No;No;Yes
VGZ Wide Choice;140;Monthly;Wide;76;Wide;Yes;No;No;Yes
VGZ Wide Choice;142;Monthly;Wide;82;Wide;Yes;No;No;Limited
VGZ Wide Choice;140;Yearly;Wide;78;Limited;Yes;No;No;Yes
VGZ Wide Choice;144;Monthly;Wide;78;Wide;Yes;No;No;Yes
VGZ Wide Choice;140;Yearly;Wide;81;Limited;Yes;No;No;Yes
VGZ Wide Choice;145;Yearly;Wide;77;Wide;Yes;No;No;Yes
VGZ Wide Choice;139;Yearly;Wide;84;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;145;Yearly;Wide;86;Wide;Yes;No;No;Yes
VGZ Wide Choice;139;Monthly;Wide;79;Wide;Yes;No;No;Yes
VGZ Wide Choice;144;Yearly;Wide;82;Wide;Yes;No;No;Yes
VGZ Wide Choice;144;Yearly;Wide;81;Wide;No;No;No;Yes
VGZ Wide Choice;142;Monthly;Wide;78;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;141;Monthly;Wide;80;Wide;Yes;No;No;Yes
VGZ Wide Choice;141;Yearly;Wide;80;Limited;No;No;No;Yes
VGZ Wide Choice;138;Yearly;Wide;81;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;145;Monthly;Wide;83;Wide;Yes;No;No;Yes
VGZ Wide Choice;145;Monthly;Limited;78;Limited;No;No;No;Limited
VGZ Wide Choice;146;Yearly;Wide;77;Wide;No;No;No;Yes
VGZ Wide Choice;143;Yearly;Wide;79;Wide;Yes;Yes;No;Limited
VGZ Wide Choice;143;Yearly;Wide;81;Wide;No;No;No;Yes
VGZ Wide Choice;142;Yearly;Wide;79;Wide;Yes;No;No;Yes
VGZ Wide Choice;143;Yearly;Wide;77;Wide;No;No;No;Yes
VGZ Wide Choice;138;Yearly;Wide;77;Limited;Yes;Yes;No;Yes
VGZ Wide Choice;139;Yearly;Wide;82;Wide;No;No;No;Yes
VGZ Wide Choice;142;Yearly;Unlimited;75;Unlimited;Yes;Yes;No;Yes
VGZ Wide Choice;144;Yearly;Wide;82;Wide;Yes;No;No;Yes
VGZ Wide Choice;142;Yearly;Wide;83;Wide;Yes;No;No;Yes
VGZ Wide Choice;142;Yearly;Wide;80;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;144;Monthly;Wide;80;Limited;Yes;Yes;No;Yes
VGZ Wide Choice;140;Yearly;Wide;79;Wide;Yes;No;No;Limited
VGZ Wide Choice;141;Monthly;Limited;81;Limited;Yes;No;No;Yes
VGZ Wide Choice;140;Yearly;Wide;77;Wide;Yes;No;No;Limited
VGZ Wide Choice;143;Monthly;Wide;82;Wide;Yes;No;No;Yes
VGZ Wide Choice;143;Yearly;Unlimited;79;Unlimited;No;No;No;Yes
VGZ Wide Choice;142;Yearly;Limited;79;Limited;No;No;No;Yes
VGZ Wide Choice;142;Yearly;Wide;79;Limited;Yes;Yes;No;Limited
VGZ Wide Choice;143;Monthly;Wide;79;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;142;Yearly;Wide;82;Wide;Yes;No;No;Yes
VGZ Wide Choice;144;Monthly;Wide;82;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;145;Yearly;Wide;82;Wide;Yes;No;No;Yes
VGZ Wide Choice;142;Yearly;Wide;76;Wide;No;No;No;Yes
VGZ Wide Choice;145;Monthly;Limited;78;Limited;Yes;Yes;No;Limited
VGZ Wide Choice;142;Yearly;Wide;76;Wide;No;No;No;Yes
VGZ Wide Choice;139;Yearly;Wide;80;Wide;No;No;No;Yes
VGZ Wide Choice;141;Yearly;Wide;80;Wide;Yes;No;No;Yes
VGZ Wide Choice;140;Yearly;Limited;82;Limited;Yes;No;No;Yes
VGZ Wide Choice;141;Yearly;Wide;79;Wide;No;No;No;Yes
VGZ Wide Choice;145;Yearly;Wide;80;Wide;No;No;No;Yes
VGZ Wide Choice;143;Monthly;Wide;80;Wide;No;No;No;Yes
VGZ Wide Choice;142;Yearly;Limited;77;Limited;No;No;No;Yes
VGZ Wide Choice;140;Monthly;Wide;81;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;144;Monthly;Wide;78;Wide;Yes;Yes;No;Yes
VGZ Wide Choice;142;Monthly;Wide;83;Wide;Yes;Yes;No;Limited
VGZ Wide Choice;142;Yearly;Wide;80;Limited;No;No;No;Yes
VGZ Wide Choice;142;Yearly;Wide;78;Wide;Yes;No;No;Yes
VGZ Wide Choice;142;Yearly;Wide;78;Wide;Yes;No;No;Yes
VGZ Wide Choice;140;Yearly;Wide;84;Wide;Yes;No;No;Yes
VGZ Wide Choice;142;Yearly;Wide;83;Wide;Yes;No;No;Yes
VGZ Wide Choice;145;Yearly;Unlimited;80;Unlimited;Yes;No;No;Yes
VGZ Own Choice;156.65;Monthly;Wide;100;Limited;No;No;No;Limited
VGZ Own Choice;158;Monthly;Wide;99;Wide;Yes;Yes;Yes;Yes
VGZ Own Choice;157;Yearly;Wide;102;Wide;Yes;Yes;Yes;Yes
VGZ Own Choice;157;Monthly;Wide;103;Wide;No;No;Yes;Yes
VGZ Own Choice;159;Yearly;Wide;102;Wide;No;No;Yes;Yes
VGZ Own Choice;153;Yearly;Wide;98;Wide;Yes;No;Yes;Yes
VGZ Own Choice;155;Yearly;Wide;99;Limited;No;No;Yes;Yes
VGZ Own Choice;154;Yearly;Wide;101;Limited;Yes;No;Yes;Yes
VGZ Own Choice;154;Yearly;Wide;100;Wide;Yes;No;Yes;Yes
VGZ Own Choice;157;Quarterly;Wide;102;Wide;Yes;Yes;Yes;Yes
VGZ Own Choice;159;Monthly;Wide;101;Wide;No;No;No;Limited
VGZ Own Choice;158;Yearly;Wide;102;Wide;Yes;No;Yes;Yes
VGZ Own Choice;154;Monthly;Wide;100;Wide;Yes;Yes;Yes;Limited
VGZ Own Choice;157;Yearly;Wide;99;Wide;Yes;No;Yes;Yes
VGZ Own Choice;155;Yearly;Wide;99;Wide;No;No;Yes;Yes
VGZ Own Choice;154;Monthly;Wide;101;Wide;Yes;Yes;Yes;Limited
VGZ Own Choice;156;Yearly;Wide;100;Wide;No;No;Yes;Yes
VGZ Own Choice;156;Yearly;Wide;101;Wide;Yes;Yes;Yes;Yes
VGZ Own Choice;156;Monthly;Wide;98;Wide;No;No;Yes;Yes
VGZ Own Choice;158;Monthly;Wide;99;Wide;No;No;No;Limited
VGZ Own Choice;156;Yearly;Wide;98;Wide;No;No;Yes;Yes
VGZ Own Choice;159;Yearly;Wide;95;Wide;Yes;Yes;Yes;Yes
VGZ Own Choice;156;Yearly;Wide;99;Limited;Yes;No;Yes;Yes
VGZ Own Choice;157;Yearly;Limited;100;Limited;Yes;No;Yes;Yes
VGZ Own Choice;156;Monthly;Wide;102;Limited;Yes;No;Yes;Limited
VGZ Own Choice;158;Yearly;Wide;101;Wide;Yes;No;Yes;Yes
VGZ Own Choice;157;Yearly;Wide;100;Wide;No;No;Yes;Yes
VGZ Own Choice;158;Yearly;Wide;100;Limited;No;No;Yes;Yes
VGZ Own Choice;156;Yearly;Wide;102;Wide;Yes;Yes;Yes;Yes
VGZ Own Choice;160;Monthly;Wide;97;Wide;Yes;Yes;No;Limited
VGZ Own Choice;158;Yearly;Wide;103;Wide;Yes;No;Yes;Yes
VGZ Own Choice;155;Yearly;Wide;98;Wide;Yes;No;Yes;Yes
VGZ Own Choice;156;Yearly;Limited;100;Limited;Yes;No;Yes;Yes
VGZ Own Choice;156;Yearly;Unlimited;99;Unlimited;Yes;No;Yes;Yes
VGZ Own Choice;158;Yearly;Wide;101;Wide;No;No;Yes;Yes
VGZ Own Choice;154;Monthly;Wide;100;Limited;Yes;No;Yes;Yes
VGZ Own Choice;153;Monthly;Wide;99;Wide;Yes;No;Yes;Limited
VGZ Own Choice;152;Yearly;Wide;97;Wide;Yes;No;Yes;Yes
VGZ Own Choice;155;Yearly;Wide;99;Wide;No;No;Yes;Yes
VGZ Own Choice;154;Monthly;Wide;101;Wide;Yes;Yes;Yes;Yes
VGZ Own Choice;153;Yearly;Wide;101;Wide;Yes;No;Yes;Yes
VGZ Own Choice;155;Monthly;Wide;101;Wide;Yes;No;Yes;Yes
VGZ Own Choice;154;Monthly;Wide;98;Limited;Yes;No;Yes;Yes
VGZ Own Choice;157;Yearly;Wide;98;Wide;No;No;Yes;Yes
VGZ Own Choice;155;Monthly;Wide;100;Wide;Yes;No;Yes;Yes
VGZ Own Choice;158;Yearly;Wide;99;Wide;No;No;Yes;Yes
VGZ Own Choice;158;Yearly;Wide;99;Limited;Yes;Yes;Yes;Yes
VGZ Own Choice;154;Yearly;Wide;100;Wide;No;No;Yes;Yes
VGZ Own Choice;161;Yearly;Wide;101;Wide;Yes;Yes;Yes;Yes
VGZ Own Choice;154;Monthly;Wide;101;Wide;Yes;No;No;Limited
VGZ Own Choice;156;Yearly;Wide;99;Limited;Yes;No;Yes;Yes
VGZ Own Choice;155;Yearly;Wide;101;Wide;Yes;No;Yes;Yes
VGZ Own Choice;154;Monthly;Wide;100;Limited;Yes;No;Yes;Yes
VGZ Own Choice;154;Monthly;Wide;101;Limited;Yes;No;Yes;Yes
VGZ Own Choice;152;Yearly;Wide;100;Wide;No;No;Yes;Yes
VGZ Own Choice;152;Yearly;Wide;99;Limited;Yes;No;Yes;Yes
VGZ Own Choice;160;Monthly;Wide;97;Wide;Yes;No;Yes;Yes
VGZ Own Choice;155;Monthly;Wide;101;Limited;No;No;Yes;Yes
VGZ Own Choice;156;Yearly;Wide;100;Wide;Yes;No;Yes;Yes
VGZ Own Choice;155;Yearly;Limited;99;Limited;Yes;No;Yes;Yes
VGZ Own Choice;159;Yearly;Wide;98;Wide;Yes;Yes;Yes;Yes
VGZ Own Choice;156;Yearly;Wide;102;Wide;Yes;No;Yes;Yes
VGZ Own Choice;158;Yearly;Wide;103;Wide;Yes;No;Yes;Yes
VGZ Own Choice;157;Yearly;Wide;99;Wide;No;No;Yes;Yes
VGZ Own Choice;155;Yearly;Wide;100;Wide;Yes;No;Yes;Yes
VGZ Own Choice;156;Yearly;Wide;102;Wide;Yes;Yes;Yes;Yes
VGZ Own Choice;160;Yearly;Wide;101;Wide;Yes;Yes;Yes;Yes
VGZ Own Choice;155;Yearly;Wide;100;Wide;No;No;Yes;Yes
VGZ Own Choice;159;Yearly;Unlimited;99;Unlimited;Yes;No;Yes;Yes
VGZ Own Choice;155;Monthly;Wide;98;Limited;No;No;Yes;Yes
VGZ Own Choice;158;Yearly;Wide;101;Limited;Yes;No;Yes;Yes
VGZ Own Choice;158;Monthly;Wide;99;Wide;No;No;Yes;Yes
VGZ Own Choice;158;Yearly;Limited;99;Limited;Yes;No;Yes;Yes
VGZ Own Choice;158;Monthly;Wide;100;Wide;Yes;No;Yes;Yes
VGZ Own Choice;154;Yearly;Wide;99;Wide;Yes;Yes;Yes;Yes
VGZ Own Choice;156;Yearly;Wide;97;Wide;No;No;Yes;Yes
VGZ Own Choice;156;Yearly;Limited;97;Limited;No;No;Yes;Yes
VGZ Own Choice;156;Monthly;Wide;99;Wide;Yes;No;Yes;Limited
VGZ Own Choice;158;Yearly;Wide;99;Wide;Yes;No;Yes;Yes
VGZ Own Choice;152;Monthly;Wide;101;Limited;Yes;No;Yes;Yes
VGZ Own Choice;156;Yearly;Wide;101;Wide;Yes;No;Yes;Yes
VGZ Own Choice;156;Yearly;Wide;100;Wide;No;No;Yes;Yes
VGZ Own Choice;159;Monthly;Limited;103;Limited;No;No;Yes;Yes
VGZ Own Choice;157;Yearly;Unlimited;98;Unlimited;Yes;No;Yes;Yes
VGZ Own Choice;158;Yearly;Wide;103;Wide;Yes;No;Yes;Yes
VGZ Own Choice;157;Yearly;Wide;97;Wide;Yes;No;Yes;Yes
VGZ Own Choice;158;Yearly;Wide;103;Wide;No;No;Yes;Yes
VGZ Own Choice;155;Yearly;Wide;102;Wide;Yes;Yes;Yes;Yes
VGZ Own Choice;156;Yearly;Wide;101;Limited;Yes;Yes;Yes;Yes
